,Trade ID,Trade Time,Security,Bond Type,Bond Rating,Industry,Issuer,Notional ($),Price,Yield (%),Buy/Sell,Counterparty,Dealer,Execution Method,Trade Volume,Transaction Cost ($)
8874,108875,2024-01-07 13:24:00,US Corp Bond,EM,BB,Energy,Citi,1898250,103.3,5.8,Sell,Fidelity,Citi,RFQ,4165304,3943.95
8875,108876,2024-01-07 13:25:00,US Corp Bond,IG,B,Consumer Goods,Tesla,89646892,97.64,3.25,Buy,Fidelity,Barclays,RFQ,215618247,210374.2
8876,108877,2024-01-07 13:26:00,US Corp Bond,IG,AA,Consumer Goods,Goldman Sachs,44337773,109.26,3.44,Buy,Vanguard,JP Morgan,Voice,72020862,57271.93
8877,108878,2024-01-07 13:27:00,US Corp Bond,IG,CCC,Utilities,Vanguard,90611871,104.4,3.62,Sell,Fidelity,Barclays,RFQ,174452609,91917.28
8878,108879,2024-01-07 13:28:00,US Corp Bond,IG,AA,Utilities,Amazon,84877909,96.52,3.54,Sell,Wellington,Citi,RFQ,172927445,135229.72
8879,108880,2024-01-07 13:29:00,US Corp Bond,IG,AAA,Energy,Goldman Sachs,21856395,108.91,5.82,Sell,Fidelity,Morgan Stanley,RFQ,38490164,10261.7
8880,108881,2024-01-07 13:30:00,US Corp Bond,IG,AAA,Utilities,Goldman Sachs,36587877,102.75,3.78,Sell,Morgan Stanley,Barclays,RFQ,52738022,78666.98
8881,108882,2024-01-07 13:31:00,US Corp Bond,IG,A,Financials,Citi,96799718,97.36,4.12,Buy,Wellington,JP Morgan,RFQ,228313948,132473.09
8882,108883,2024-01-07 13:32:00,US Corp Bond,IG,BBB,Energy,Microsoft,21821844,98.4,3.21,Buy,Morgan Stanley,JP Morgan,RFQ,51521722,66940.35
8883,108884,2024-01-07 13:33:00,US Corp Bond,IG,A,Utilities,Amazon,9951131,109.52,4.89,Buy,Morgan Stanley,Barclays,Voice,21641836,29763.04
8884,108885,2024-01-07 13:34:00,US Corp Bond,HY,BB,Technology,BlackRock,27936400,97.65,7.55,Buy,Vanguard,Citi,Voice,44266988,6105.3
8885,108886,2024-01-07 13:35:00,US Corp Bond,HY,BBB,Financials,Tesla,3790556,91.23,9.5,Sell,Vanguard,Barclays,RFQ,4184718,3913.38
8886,108887,2024-01-07 13:36:00,US Corp Bond,HY,A,Energy,Amazon,41081617,82.65,10.5,Sell,Wellington,JP Morgan,RFQ,73440717,95142.6
8887,108888,2024-01-07 13:37:00,US Corp Bond,HY,BBB,Technology,Microsoft,39944738,85.74,7.51,Buy,Fidelity,Barclays,Voice,73275850,52204.92
8888,108889,2024-01-07 13:38:00,US Corp Bond,IG,B,Healthcare,Citi,8846369,100.48,3.56,Buy,T. Rowe Price,JP Morgan,RFQ,15774269,2918.11
8889,108890,2024-01-07 13:39:00,US Corp Bond,IG,AAA,Financials,Tesla,99770805,101.32,4.54,Sell,T. Rowe Price,Morgan Stanley,RFQ,123225688,78382.91
8890,108891,2024-01-07 13:40:00,US Corp Bond,IG,A,Healthcare,Vanguard,99428358,106.19,4.69,Sell,BlackRock,Barclays,RFQ,219045103,106395.98
8891,108892,2024-01-07 13:41:00,US Corp Bond,HY,A,Technology,Amazon,9555093,93.22,8.83,Sell,Fidelity,Goldman Sachs,RFQ,17629087,23658.19
8892,108893,2024-01-07 13:42:00,US Corp Bond,EM,A,Consumer Goods,Vanguard,19043826,105.7,3.63,Buy,Wellington,Barclays,RFQ,26861581,27737.15
8893,108894,2024-01-07 13:43:00,US Corp Bond,IG,A,Consumer Goods,BlackRock,89672433,109.43,4.18,Buy,BlackRock,JP Morgan,RFQ,218720065,101575.6
8894,108895,2024-01-07 13:44:00,US Corp Bond,IG,A,Utilities,BlackRock,25945723,109.44,3.86,Sell,Morgan Stanley,Citi,RFQ,39512981,48497.39
8895,108896,2024-01-07 13:45:00,US Corp Bond,IG,BBB,Consumer Goods,BlackRock,13936328,101.71,5.5,Buy,Morgan Stanley,JP Morgan,RFQ,22781583,18503.48
8896,108897,2024-01-07 13:46:00,US Corp Bond,IG,BBB,Healthcare,Microsoft,29773737,98.51,4.08,Sell,BlackRock,Morgan Stanley,RFQ,49483012,65594.55
8897,108898,2024-01-07 13:47:00,US Corp Bond,IG,A,Financials,Vanguard,51363513,98.77,3.78,Buy,Morgan Stanley,Citi,RFQ,85365847,104292.43
8898,108899,2024-01-07 13:48:00,US Corp Bond,IG,AA,Healthcare,Goldman Sachs,38404931,107.29,4.85,Sell,Fidelity,Goldman Sachs,Voice,76802635,79210.27
8899,108900,2024-01-07 13:49:00,US Corp Bond,EM,A,Healthcare,Microsoft,10635364,96.2,3.32,Buy,Vanguard,Goldman Sachs,RFQ,15925786,4163.85
8900,108901,2024-01-07 13:50:00,US Corp Bond,IG,A,Consumer Goods,Citi,75053853,95.61,5.55,Sell,T. Rowe Price,Morgan Stanley,Voice,177483393,167467.97
8901,108902,2024-01-07 13:51:00,US Corp Bond,EM,A,Healthcare,Tesla,33471104,105.22,3.84,Buy,Fidelity,Morgan Stanley,RFQ,63659651,61298.45
8902,108903,2024-01-07 13:52:00,US Corp Bond,HY,B,Technology,Tesla,9506656,86.6,9.04,Sell,Morgan Stanley,Morgan Stanley,Voice,22168239,27535.57
8903,108904,2024-01-07 13:53:00,US Corp Bond,HY,A,Energy,Citi,38292162,92.13,8.08,Sell,Vanguard,Morgan Stanley,RFQ,91301399,32640.07
8904,108905,2024-01-07 13:54:00,US Corp Bond,HY,AAA,Energy,JPMorgan,38156757,81.87,9.91,Sell,Fidelity,Barclays,Voice,83036318,79205.77
8905,108906,2024-01-07 13:55:00,US Corp Bond,HY,A,Energy,Vanguard,43803893,80.53,10.91,Sell,T. Rowe Price,JP Morgan,RFQ,63126683,79472.27
8906,108907,2024-01-07 13:56:00,US Corp Bond,HY,BB,Utilities,Vanguard,2177748,96.32,6.18,Buy,Morgan Stanley,Barclays,RFQ,3400859,425.31
8907,108908,2024-01-07 13:57:00,US Corp Bond,HY,BBB,Consumer Goods,BlackRock,28338861,98.84,6.95,Sell,Fidelity,Citi,RFQ,40266299,38566.58
8908,108909,2024-01-07 13:58:00,US Corp Bond,IG,A,Consumer Goods,Microsoft,43212275,107.54,4.34,Sell,Morgan Stanley,Goldman Sachs,Voice,75172850,93265.93
8909,108910,2024-01-07 13:59:00,US Corp Bond,EM,AA,Energy,Amazon,46222275,98.75,3.45,Sell,Wellington,Goldman Sachs,RFQ,83911830,61344.58
8910,108911,2024-01-07 14:00:00,US Corp Bond,HY,A,Financials,Amazon,13318834,94.35,5.55,Buy,BlackRock,Citi,RFQ,20964034,7705.66
8911,108912,2024-01-07 14:01:00,US Corp Bond,HY,A,Utilities,Citi,3381026,94.92,10.19,Sell,Morgan Stanley,Goldman Sachs,RFQ,7848669,9399.24
8912,108913,2024-01-07 14:02:00,US Corp Bond,HY,CCC,Energy,JPMorgan,46254784,89.62,5.9,Buy,T. Rowe Price,Morgan Stanley,RFQ,76494855,17269.9
8913,108914,2024-01-07 14:03:00,US Corp Bond,IG,BBB,Healthcare,JPMorgan,62448932,100.96,3.82,Sell,Fidelity,Morgan Stanley,RFQ,130266307,110313.54
8914,108915,2024-01-07 14:04:00,US Corp Bond,IG,BBB,Energy,Vanguard,23006223,106.52,3.59,Sell,T. Rowe Price,Morgan Stanley,Voice,52164703,5676.97
8915,108916,2024-01-07 14:05:00,US Corp Bond,IG,A,Energy,BlackRock,25264564,95.33,4.08,Sell,Morgan Stanley,Citi,RFQ,33484867,25457.24
8916,108917,2024-01-07 14:06:00,US Corp Bond,IG,A,Financials,Tesla,21431764,98.23,3.43,Sell,Morgan Stanley,JP Morgan,RFQ,45025562,61033.37
8917,108918,2024-01-07 14:07:00,US Corp Bond,HY,BB,Consumer Goods,BlackRock,48934108,90.22,6.44,Buy,T. Rowe Price,Citi,Voice,64765019,90823.92
8918,108919,2024-01-07 14:08:00,US Corp Bond,IG,A,Consumer Goods,Tesla,18816781,98.93,4.56,Buy,Fidelity,JP Morgan,RFQ,40820497,13406.2
8919,108920,2024-01-07 14:09:00,US Corp Bond,IG,CCC,Healthcare,Amazon,41618870,96.89,3.93,Sell,Fidelity,Goldman Sachs,RFQ,78838754,76322.79
8920,108921,2024-01-07 14:10:00,US Corp Bond,IG,A,Energy,Vanguard,37033436,99.4,3.89,Sell,Vanguard,Goldman Sachs,RFQ,67397660,11976.53
8921,108922,2024-01-07 14:11:00,US Corp Bond,IG,AAA,Technology,Microsoft,19395786,97.57,3.73,Sell,T. Rowe Price,Goldman Sachs,Voice,35730990,37617.88
8922,108923,2024-01-07 14:12:00,US Corp Bond,HY,BBB,Healthcare,BlackRock,9120121,96.22,6.45,Buy,T. Rowe Price,JP Morgan,RFQ,15158744,17790.11
8923,108924,2024-01-07 14:13:00,US Corp Bond,HY,AAA,Consumer Goods,JPMorgan,29003407,83.44,11.26,Sell,Morgan Stanley,Goldman Sachs,Voice,33919229,25143.47
8924,108925,2024-01-07 14:14:00,US Corp Bond,IG,AA,Financials,Citi,12990746,107.57,5.97,Buy,Wellington,Citi,RFQ,24341408,16930.45
8925,108926,2024-01-07 14:15:00,US Corp Bond,IG,A,Consumer Goods,Goldman Sachs,12911936,106.7,4.89,Buy,BlackRock,JP Morgan,RFQ,14609211,12696.64
8926,108927,2024-01-07 14:16:00,US Corp Bond,IG,BBB,Consumer Goods,JPMorgan,64100447,99.6,4.59,Sell,T. Rowe Price,Morgan Stanley,RFQ,152413686,77809.65
8927,108928,2024-01-07 14:17:00,US Corp Bond,IG,A,Financials,Amazon,25162132,102.8,3.11,Buy,Morgan Stanley,JP Morgan,RFQ,36452007,28200.33
8928,108929,2024-01-07 14:18:00,US Corp Bond,IG,AAA,Energy,Citi,50146241,107.83,4.65,Sell,Fidelity,Citi,RFQ,100717614,132827.21
8929,108930,2024-01-07 14:19:00,US Corp Bond,EM,BBB,Energy,Tesla,2529340,108.94,4.48,Buy,Vanguard,Citi,RFQ,4766294,1220.15
8930,108931,2024-01-07 14:20:00,US Corp Bond,IG,A,Consumer Goods,Vanguard,74156510,96.37,5.69,Sell,Morgan Stanley,Citi,Voice,145601787,126681.0
8931,108932,2024-01-07 14:21:00,US Corp Bond,IG,B,Healthcare,BlackRock,85793734,105.83,5.17,Sell,Wellington,Goldman Sachs,RFQ,133325218,72524.31
8932,108933,2024-01-07 14:22:00,US Corp Bond,IG,A,Technology,Amazon,30756420,97.03,4.44,Sell,Fidelity,Morgan Stanley,RFQ,53185315,61978.74
8933,108934,2024-01-07 14:23:00,US Corp Bond,HY,BBB,Healthcare,Amazon,8428761,82.79,10.17,Sell,Wellington,Morgan Stanley,RFQ,18110172,10346.87
8934,108935,2024-01-07 14:24:00,US Corp Bond,HY,AA,Utilities,Vanguard,10680029,90.13,7.92,Sell,Wellington,Barclays,RFQ,17597057,21363.67
8935,108936,2024-01-07 14:25:00,US Corp Bond,HY,BBB,Healthcare,Vanguard,41706241,95.77,5.15,Sell,T. Rowe Price,Citi,RFQ,62507558,40975.73
8936,108937,2024-01-07 14:26:00,US Corp Bond,IG,BBB,Consumer Goods,Tesla,48249666,100.66,4.06,Buy,BlackRock,Goldman Sachs,RFQ,55174701,53313.57
8937,108938,2024-01-07 14:27:00,US Corp Bond,HY,B,Consumer Goods,Vanguard,22557482,97.93,6.97,Buy,BlackRock,JP Morgan,Voice,39844431,43045.15
8938,108939,2024-01-07 14:28:00,US Corp Bond,IG,AAA,Technology,BlackRock,12906370,102.11,3.94,Buy,T. Rowe Price,Goldman Sachs,Voice,26747297,14695.05
8939,108940,2024-01-07 14:29:00,US Corp Bond,IG,A,Technology,Amazon,95514503,102.62,3.89,Sell,Morgan Stanley,Citi,Voice,143681014,98718.17
8940,108941,2024-01-07 14:30:00,US Corp Bond,IG,BBB,Technology,JPMorgan,59498418,106.81,4.33,Sell,BlackRock,Goldman Sachs,RFQ,137558921,176119.21
8941,108942,2024-01-07 14:31:00,US Corp Bond,IG,AAA,Consumer Goods,Vanguard,86642371,104.95,4.99,Sell,Morgan Stanley,Citi,Voice,109358051,78583.42
8942,108943,2024-01-07 14:32:00,US Corp Bond,HY,A,Consumer Goods,BlackRock,40659135,89.91,11.94,Sell,Morgan Stanley,JP Morgan,RFQ,65975704,49860.49
8943,108944,2024-01-07 14:33:00,US Corp Bond,EM,B,Healthcare,BlackRock,29380642,99.87,3.45,Sell,T. Rowe Price,JP Morgan,RFQ,62740373,57598.18
8944,108945,2024-01-07 14:34:00,US Corp Bond,IG,A,Consumer Goods,Tesla,92327307,95.03,3.76,Sell,Fidelity,Morgan Stanley,RFQ,226876814,270934.28
8945,108946,2024-01-07 14:35:00,US Corp Bond,HY,CCC,Utilities,Vanguard,35562471,95.18,6.04,Buy,Fidelity,Barclays,Voice,57930590,11509.48
8946,108947,2024-01-07 14:36:00,US Corp Bond,HY,AAA,Energy,Amazon,20212142,83.98,11.1,Sell,Vanguard,Goldman Sachs,RFQ,43210506,40518.76
8947,108948,2024-01-07 14:37:00,US Corp Bond,EM,BBB,Energy,Tesla,4305359,98.2,3.03,Sell,BlackRock,Barclays,RFQ,8907188,11674.1
8948,108949,2024-01-07 14:38:00,US Corp Bond,IG,A,Technology,JPMorgan,16861091,106.02,5.68,Sell,T. Rowe Price,Goldman Sachs,RFQ,40661683,23257.37
8949,108950,2024-01-07 14:39:00,US Corp Bond,IG,A,Consumer Goods,JPMorgan,7970407,96.07,3.85,Sell,Vanguard,Morgan Stanley,RFQ,14359122,15186.72
8950,108951,2024-01-07 14:40:00,US Corp Bond,IG,CCC,Utilities,Citi,78077495,98.94,4.65,Sell,T. Rowe Price,Morgan Stanley,RFQ,150376784,69283.49
8951,108952,2024-01-07 14:41:00,US Corp Bond,HY,AA,Energy,Microsoft,47345588,99.57,7.15,Buy,Wellington,JP Morgan,RFQ,62830075,15813.31
8952,108953,2024-01-07 14:42:00,US Corp Bond,IG,BB,Healthcare,BlackRock,12650559,101.62,3.52,Sell,Morgan Stanley,JP Morgan,Voice,18637302,6356.8
8953,108954,2024-01-07 14:43:00,US Corp Bond,IG,BBB,Financials,Vanguard,77154840,97.37,4.81,Sell,Morgan Stanley,JP Morgan,RFQ,153238493,170181.9
8954,108955,2024-01-07 14:44:00,US Corp Bond,IG,AA,Healthcare,Citi,64544187,95.6,3.64,Buy,Fidelity,Goldman Sachs,RFQ,121607737,112678.38
8955,108956,2024-01-07 14:45:00,US Corp Bond,IG,B,Financials,Amazon,8832838,102.06,3.68,Buy,Wellington,Barclays,RFQ,15226974,5678.23
8956,108957,2024-01-07 14:46:00,US Corp Bond,HY,A,Utilities,BlackRock,33441952,87.26,6.81,Sell,Morgan Stanley,Barclays,Voice,69584038,10418.28
8957,108958,2024-01-07 14:47:00,US Corp Bond,HY,BB,Healthcare,Amazon,3955998,95.9,11.85,Buy,Morgan Stanley,JP Morgan,RFQ,5708174,7184.82
8958,108959,2024-01-07 14:48:00,US Corp Bond,HY,A,Energy,Vanguard,40231828,99.07,6.29,Buy,Wellington,Morgan Stanley,RFQ,83638487,90428.01
8959,108960,2024-01-07 14:49:00,US Corp Bond,HY,BB,Consumer Goods,Microsoft,39114249,98.78,11.25,Sell,Wellington,Barclays,RFQ,53313921,39026.62
8960,108961,2024-01-07 14:50:00,US Corp Bond,IG,BBB,Financials,Tesla,54063571,95.32,4.52,Buy,Morgan Stanley,Morgan Stanley,RFQ,96915184,37671.57
8961,108962,2024-01-07 14:51:00,US Corp Bond,IG,AA,Consumer Goods,JPMorgan,30242074,96.59,3.21,Sell,Wellington,JP Morgan,RFQ,38071382,55274.48
8962,108963,2024-01-07 14:52:00,US Corp Bond,IG,BBB,Utilities,Citi,44801054,99.88,4.08,Buy,BlackRock,Goldman Sachs,Voice,81721457,51360.4
8963,108964,2024-01-07 14:53:00,US Corp Bond,IG,AA,Consumer Goods,Amazon,71758360,102.2,3.15,Sell,Wellington,Citi,RFQ,161447667,225624.48
8964,108965,2024-01-07 14:54:00,US Corp Bond,IG,A,Energy,Citi,89884609,105.41,4.05,Sell,Vanguard,Barclays,Voice,159740285,65683.67
8965,108966,2024-01-07 14:55:00,US Corp Bond,HY,AA,Utilities,JPMorgan,32089329,96.01,11.28,Buy,Vanguard,JP Morgan,Voice,50030661,66988.65
8966,108967,2024-01-07 14:56:00,US Corp Bond,IG,AAA,Technology,Tesla,23094110,105.01,3.52,Buy,Morgan Stanley,JP Morgan,RFQ,29863711,25713.75
8967,108968,2024-01-07 14:57:00,US Corp Bond,HY,AA,Technology,Goldman Sachs,15260189,88.21,6.19,Sell,Morgan Stanley,Barclays,RFQ,24452381,34753.75
8968,108969,2024-01-07 14:58:00,US Corp Bond,IG,A,Financials,Goldman Sachs,73662533,106.62,4.01,Sell,Fidelity,Citi,Voice,169392265,46312.8
8969,108970,2024-01-07 14:59:00,US Corp Bond,IG,A,Energy,Amazon,51607316,102.21,3.16,Buy,Wellington,Goldman Sachs,RFQ,85025848,126457.84
8970,108971,2024-01-07 15:00:00,US Corp Bond,IG,A,Consumer Goods,Goldman Sachs,19671496,103.12,4.17,Sell,Vanguard,Barclays,RFQ,26730652,10259.37
8971,108972,2024-01-07 15:01:00,US Corp Bond,IG,AA,Healthcare,Vanguard,60777993,101.53,4.64,Buy,Fidelity,Goldman Sachs,Voice,142455290,32862.4
8972,108973,2024-01-07 15:02:00,US Corp Bond,IG,BBB,Healthcare,Citi,56447803,96.99,4.43,Buy,Morgan Stanley,JP Morgan,RFQ,135431680,120603.14
8973,108974,2024-01-07 15:03:00,US Corp Bond,IG,BBB,Utilities,Tesla,15664533,97.57,4.69,Buy,T. Rowe Price,Barclays,RFQ,38152032,40159.01
8974,108975,2024-01-07 15:04:00,US Corp Bond,IG,A,Financials,Vanguard,90582302,101.01,5.65,Sell,T. Rowe Price,Goldman Sachs,Voice,165425759,104313.62
8975,108976,2024-01-07 15:05:00,US Corp Bond,IG,BB,Financials,Vanguard,19746804,96.48,3.09,Sell,BlackRock,Morgan Stanley,RFQ,37264071,40132.94
8976,108977,2024-01-07 15:06:00,US Corp Bond,IG,BBB,Financials,Amazon,93398730,97.1,5.37,Buy,Wellington,Morgan Stanley,RFQ,142427271,202885.2
8977,108978,2024-01-07 15:07:00,US Corp Bond,HY,BBB,Energy,Tesla,25840933,89.59,5.63,Buy,Fidelity,Morgan Stanley,RFQ,40612054,49335.15
8978,108979,2024-01-07 15:08:00,US Corp Bond,HY,AA,Healthcare,Vanguard,2583067,91.37,6.88,Sell,BlackRock,Goldman Sachs,RFQ,4704667,6307.72
8979,108980,2024-01-07 15:09:00,US Corp Bond,IG,AAA,Utilities,Amazon,76248843,96.91,4.77,Sell,T. Rowe Price,Morgan Stanley,Voice,101141441,137249.51
8980,108981,2024-01-07 15:10:00,US Corp Bond,HY,BB,Energy,Citi,15435981,93.05,5.44,Sell,Morgan Stanley,JP Morgan,RFQ,37775297,19598.54
8981,108982,2024-01-07 15:11:00,US Corp Bond,HY,BB,Utilities,Tesla,38732413,90.37,5.12,Buy,Vanguard,Goldman Sachs,Voice,79752599,86929.41
8982,108983,2024-01-07 15:12:00,US Corp Bond,HY,AA,Energy,Microsoft,1448690,99.95,7.56,Buy,Fidelity,JP Morgan,Voice,1688227,1935.17
8983,108984,2024-01-07 15:13:00,US Corp Bond,IG,A,Consumer Goods,Goldman Sachs,84143310,102.47,3.53,Sell,Fidelity,Citi,RFQ,122979755,33232.78
8984,108985,2024-01-07 15:14:00,US Corp Bond,IG,BBB,Energy,Goldman Sachs,24741713,107.02,3.88,Buy,Morgan Stanley,Goldman Sachs,RFQ,37612471,29271.01
8985,108986,2024-01-07 15:15:00,US Corp Bond,HY,BBB,Energy,Vanguard,18815237,84.34,7.27,Buy,Morgan Stanley,Morgan Stanley,RFQ,20967737,21353.62
8986,108987,2024-01-07 15:16:00,US Corp Bond,IG,BB,Consumer Goods,JPMorgan,62148465,100.44,5.0,Sell,Vanguard,Morgan Stanley,RFQ,154003816,78027.57
8987,108988,2024-01-07 15:17:00,US Corp Bond,EM,AA,Technology,Tesla,29772187,99.76,5.27,Buy,Vanguard,Citi,Voice,44407954,44161.31
8988,108989,2024-01-07 15:18:00,US Corp Bond,HY,A,Consumer Goods,BlackRock,11474638,80.13,6.66,Sell,Vanguard,Barclays,RFQ,13451535,2328.44
8989,108990,2024-01-07 15:19:00,US Corp Bond,IG,AAA,Financials,Amazon,38272004,100.45,4.56,Sell,BlackRock,Citi,Voice,89044773,82521.2
8990,108991,2024-01-07 15:20:00,US Corp Bond,IG,A,Technology,Microsoft,95787034,105.34,3.51,Sell,BlackRock,Morgan Stanley,Voice,120182863,29025.09
8991,108992,2024-01-07 15:21:00,US Corp Bond,IG,AAA,Healthcare,BlackRock,47974335,96.94,5.03,Sell,Morgan Stanley,Morgan Stanley,RFQ,83384566,87992.7
8992,108993,2024-01-07 15:22:00,US Corp Bond,IG,BB,Utilities,Vanguard,88492904,105.08,5.93,Buy,Fidelity,Barclays,Voice,142516798,145247.06
8993,108994,2024-01-07 15:23:00,US Corp Bond,IG,A,Energy,JPMorgan,66021553,106.78,5.45,Sell,BlackRock,Citi,Voice,79832439,77632.8
8994,108995,2024-01-07 15:24:00,US Corp Bond,IG,BB,Technology,Tesla,30691767,108.57,4.29,Sell,Morgan Stanley,JP Morgan,RFQ,35160852,16176.9
8995,108996,2024-01-07 15:25:00,US Corp Bond,IG,AAA,Healthcare,Goldman Sachs,5447002,101.84,4.38,Sell,T. Rowe Price,Citi,RFQ,8041824,8333.58
8996,108997,2024-01-07 15:26:00,US Corp Bond,IG,AA,Consumer Goods,Vanguard,89683450,103.4,5.86,Buy,T. Rowe Price,JP Morgan,RFQ,143817995,97848.15
8997,108998,2024-01-07 15:27:00,US Corp Bond,EM,AA,Consumer Goods,Tesla,17602933,99.33,3.2,Buy,BlackRock,Morgan Stanley,RFQ,37762105,32122.18
8998,108999,2024-01-07 15:28:00,US Corp Bond,IG,A,Financials,Tesla,90722018,97.26,4.78,Buy,Vanguard,Morgan Stanley,RFQ,191785555,202864.33
8999,109000,2024-01-07 15:29:00,US Corp Bond,EM,BB,Financials,Tesla,39993411,97.6,3.42,Buy,T. Rowe Price,Citi,RFQ,69990380,43271.95
9000,109001,2024-01-07 15:30:00,US Corp Bond,EM,A,Technology,JPMorgan,19634744,107.67,3.23,Sell,Morgan Stanley,Morgan Stanley,RFQ,27376472,40863.84
9001,109002,2024-01-07 15:31:00,US Corp Bond,IG,AA,Utilities,Tesla,29995354,103.12,3.85,Buy,T. Rowe Price,Barclays,RFQ,68359975,12813.57
9002,109003,2024-01-07 15:32:00,US Corp Bond,HY,AAA,Energy,JPMorgan,36100243,87.09,11.74,Buy,Vanguard,Goldman Sachs,RFQ,72523486,81373.79
9003,109004,2024-01-07 15:33:00,US Corp Bond,IG,AAA,Consumer Goods,JPMorgan,88928929,107.96,3.14,Buy,Wellington,JP Morgan,RFQ,141250517,61652.94
9004,109005,2024-01-07 15:34:00,US Corp Bond,HY,BBB,Technology,Citi,16943626,93.49,5.79,Sell,T. Rowe Price,Morgan Stanley,RFQ,39296417,57945.1
9005,109006,2024-01-07 15:35:00,US Corp Bond,IG,A,Technology,Microsoft,12398064,103.91,5.51,Sell,Fidelity,JP Morgan,Voice,27837733,23464.09
9006,109007,2024-01-07 15:36:00,US Corp Bond,IG,BBB,Utilities,Tesla,21199514,106.86,5.04,Sell,Vanguard,Citi,RFQ,23337253,27978.75
9007,109008,2024-01-07 15:37:00,US Corp Bond,IG,BBB,Technology,Citi,87059234,96.87,5.31,Sell,Fidelity,Barclays,RFQ,201671681,77453.55
9008,109009,2024-01-07 15:38:00,US Corp Bond,IG,AA,Financials,Goldman Sachs,36526228,96.81,3.2,Buy,Morgan Stanley,JP Morgan,RFQ,67251130,89613.3
9009,109010,2024-01-07 15:39:00,US Corp Bond,IG,AA,Utilities,Citi,14417368,95.5,3.82,Buy,Wellington,Morgan Stanley,Voice,34517788,50059.11
9010,109011,2024-01-07 15:40:00,US Corp Bond,IG,BBB,Consumer Goods,Microsoft,33813806,109.13,4.77,Buy,Fidelity,Goldman Sachs,RFQ,73680366,62961.57
9011,109012,2024-01-07 15:41:00,US Corp Bond,IG,BBB,Financials,Citi,11512963,105.38,5.68,Buy,T. Rowe Price,Barclays,RFQ,15022395,19400.79
9012,109013,2024-01-07 15:42:00,US Corp Bond,IG,A,Financials,Microsoft,17687160,96.07,5.12,Buy,BlackRock,Citi,RFQ,27903604,28952.98
9013,109014,2024-01-07 15:43:00,US Corp Bond,IG,AAA,Utilities,Amazon,41236046,105.07,3.05,Sell,T. Rowe Price,Morgan Stanley,RFQ,63354118,27981.57
9014,109015,2024-01-07 15:44:00,US Corp Bond,IG,AAA,Utilities,Amazon,78652315,99.55,3.72,Buy,T. Rowe Price,Barclays,RFQ,163918838,227142.31
9015,109016,2024-01-07 15:45:00,US Corp Bond,IG,AA,Technology,Amazon,23094594,96.64,4.21,Sell,Morgan Stanley,Morgan Stanley,RFQ,42815744,50992.34
9016,109017,2024-01-07 15:46:00,US Corp Bond,IG,AAA,Healthcare,Tesla,63594291,109.88,4.87,Sell,Wellington,Citi,RFQ,94036483,126743.36
9017,109018,2024-01-07 15:47:00,US Corp Bond,HY,AA,Healthcare,Goldman Sachs,36771872,90.9,9.6,Sell,BlackRock,Citi,RFQ,79655571,48428.85
9018,109019,2024-01-07 15:48:00,US Corp Bond,IG,A,Healthcare,Vanguard,88690349,106.98,4.83,Buy,BlackRock,Goldman Sachs,Voice,178754022,131397.91
9019,109020,2024-01-07 15:49:00,US Corp Bond,HY,AA,Technology,BlackRock,3567609,99.12,6.5,Buy,T. Rowe Price,Barclays,RFQ,7885930,3972.57
9020,109021,2024-01-07 15:50:00,US Corp Bond,IG,AA,Energy,Vanguard,78122126,102.95,5.27,Sell,Wellington,Goldman Sachs,RFQ,167638233,95576.99
9021,109022,2024-01-07 15:51:00,US Corp Bond,HY,BB,Consumer Goods,JPMorgan,23458239,95.07,8.77,Buy,Vanguard,Goldman Sachs,RFQ,45955131,21385.59
9022,109023,2024-01-07 15:52:00,US Corp Bond,IG,A,Technology,Microsoft,16391333,96.8,3.64,Buy,Wellington,Goldman Sachs,RFQ,21840656,24421.3
9023,109024,2024-01-07 15:53:00,US Corp Bond,IG,B,Technology,Vanguard,66316796,109.41,4.49,Buy,Wellington,JP Morgan,RFQ,91016457,57383.92
9024,109025,2024-01-07 15:54:00,US Corp Bond,IG,A,Financials,BlackRock,48245542,96.06,3.77,Buy,Wellington,Citi,RFQ,106248870,119455.27
9025,109026,2024-01-07 15:55:00,US Corp Bond,IG,BBB,Healthcare,Microsoft,27017786,102.16,5.06,Sell,Fidelity,Goldman Sachs,Voice,62102375,64847.05
9026,109027,2024-01-07 15:56:00,US Corp Bond,IG,AA,Utilities,BlackRock,92084974,107.83,3.65,Buy,Vanguard,JP Morgan,RFQ,166038874,145654.49
9027,109028,2024-01-07 15:57:00,US Corp Bond,IG,BBB,Technology,Goldman Sachs,55822473,103.3,3.06,Buy,Morgan Stanley,JP Morgan,Voice,138551763,144156.72
9028,109029,2024-01-07 15:58:00,US Corp Bond,EM,AA,Energy,Amazon,30400585,103.75,4.3,Buy,BlackRock,JP Morgan,RFQ,46005180,40257.38
9029,109030,2024-01-07 15:59:00,US Corp Bond,IG,AAA,Consumer Goods,Vanguard,15626436,97.41,3.13,Sell,T. Rowe Price,Goldman Sachs,Voice,33196237,36758.81
9030,109031,2024-01-07 16:00:00,US Corp Bond,IG,B,Energy,JPMorgan,63266965,109.77,3.13,Sell,Fidelity,JP Morgan,RFQ,128912665,71815.27
9031,109032,2024-01-07 16:01:00,US Corp Bond,HY,A,Technology,Citi,7011259,84.82,11.95,Buy,Vanguard,Goldman Sachs,Voice,15039630,17954.98
